sample_id,text,text_clean,text_plm,label,label_id,word_count,source,original_split
8830,"nội dung học vừa phải , không quá nặng cũng như không quá nhẹ .","nội dung học vừa phải , không quá nặng cũng như không quá nhẹ .","nội dung học vừa phải , không quá nặng cũng như không quá nhẹ .",Tích cực,2,15,UIT-VSFC,train
8831,thầy rất tận tâm tới từng nhóm để chỉ và slide bài giảng của thầy rất chi tiết đọc một đến hai lần có thể hiểu được các bước thực hành .,thầy rất tận tâm tới từng nhóm để chỉ và slide bài giảng của thầy rất chi tiết đọc một đến hai lần có thể hiểu được các bước thực hành .,thầy rất tận tâm tới từng nhóm để chỉ và slide bài giảng của thầy rất chi tiết đọc một đến hai lần có thể hiểu được các bước thực hành .,Tích cực,2,32,UIT-VSFC,train
8835,lấy điểm bằng cách gọi lên bảng làm bài .,lấy điểm bằng cách gọi lên bảng làm bài .,lấy điểm bằng cách gọi lên bảng làm bài .,Bình thường,1,10,UIT-VSFC,train
8837,"thiếu tương tác với sinh viên , trong khi lớp chỉ 10 người nhưng thầy vẫn chưa nắm được tình hình học viên .","thiếu tương tác với sinh viên , trong khi lớp chỉ 10 người nhưng thầy vẫn chưa nắm được tình hình học viên .","thiếu tương tác với sinh viên , trong khi lớp chỉ 10 người nhưng thầy vẫn chưa nắm được tình hình học viên .",Tiêu cực,0,24,UIT-VSFC,train
8840,đề nghị thầy giảm béo .,đề nghị thầy giảm béo .,đề nghị thầy giảm béo .,Tiêu cực,0,6,UIT-VSFC,train
8841,vui nhộn trong giờ học .,vui nhộn trong giờ học .,vui nhộn trong giờ học .,Tích cực,2,6,UIT-VSFC,train
8842,khi gộp lại chương trình trở nên nhiều và rộng .,khi gộp lại chương trình trở nên nhiều và rộng .,khi gộp lại chương trình trở nên nhiều và rộng .,Tiêu cực,0,11,UIT-VSFC,train
8843,"em tham gia đầy đủ buổi học của lớp này , em không có một chút hài lòng về môn học này .","em tham gia đầy đủ buổi học của lớp này , em không có một chút hài lòng về môn học này .","em tham gia đầy đủ buổi học của lớp này , em không có một chút hài lòng về môn học này .",Tiêu cực,0,23,UIT-VSFC,train
8848,"cách giảng giải chi tiết , ví dụ dễ hiểu .","cách giảng giải chi tiết , ví dụ dễ hiểu .","cách giảng giải chi tiết , ví dụ dễ hiểu .",Tích cực,2,11,UIT-VSFC,train
8850,em mong nhà trường có thể đổi phòng học cho lớp em ạ .,em mong nhà trường có thể đổi phòng học cho lớp em ạ .,em mong nhà trường có thể đổi phòng học cho lớp em ạ .,Tiêu cực,0,14,UIT-VSFC,train
8851,"cô dạy hơi nhanh , cách nói của cô dễ gây áp lực .","cô dạy hơi nhanh , cách nói của cô dễ gây áp lực .","cô dạy hơi nhanh , cách nói của cô dễ gây áp lực .",Tiêu cực,0,14,UIT-VSFC,train
8852,"tận tâm , rất hữu ích .","tận tâm , rất hữu ích .","tận tâm , rất hữu ích .",Tích cực,2,7,UIT-VSFC,train
8853,quá cứng nhắc trong cách cho điểm .,quá cứng nhắc trong cách cho điểm .,quá cứng nhắc trong cách cho điểm .,Tiêu cực,0,8,UIT-VSFC,train
8855,"giảng viên wzjwz78 rất nhiệt tình với sinh viên , nhưng cũng vì vậy mà dạy lan man , nhiều khi tạo cảm giác cho sinh viên là cô giảng không có sự chuẩn bị , nội dung không liền mạch , rất khó theo dõi .","giảng viên wzjwz78 rất nhiệt tình với sinh viên , nhưng cũng vì vậy mà dạy lan man , nhiều khi tạo cảm giác cho sinh viên là cô giảng không có sự chuẩn bị , nội dung không liền mạch , rất khó theo dõi .","giảng viên wzjwz78 rất nhiệt tình với sinh viên , nhưng cũng vì vậy mà dạy lan man , nhiều khi tạo cảm giác cho sinh viên là cô giảng không có sự chuẩn bị , nội dung không liền mạch , rất khó theo dõi .",Tiêu cực,0,47,UIT-VSFC,train
8856,thầy luôn lên lớp đầy đủ và đúng giờ .,thầy luôn lên lớp đầy đủ và đúng giờ .,thầy luôn lên lớp đầy đủ và đúng giờ .,Tích cực,2,10,UIT-VSFC,train
8858,cô luôn nhiệt tình giải thích một quan điểm rất cặn kẽ và dễ hiểu và ví dụ phù hợp với bài học !,cô luôn nhiệt tình giải thích một quan điểm rất cặn kẽ và dễ hiểu và ví dụ phù hợp với bài học !,cô luôn nhiệt tình giải thích một quan điểm rất cặn kẽ và dễ hiểu và ví dụ phù hợp với bài học !,Tích cực,2,24,UIT-VSFC,train
8859,"nhiều hoạt động nhóm sôi nổi , thoải mái và có hiệu quả .","nhiều hoạt động nhóm sôi nổi , thoải mái và có hiệu quả .","nhiều hoạt động nhóm sôi nổi , thoải mái và có hiệu quả .",Tích cực,2,14,UIT-VSFC,train
8860,thầy nên chia sẻ giáo trình với sinh viên .,thầy nên chia sẻ giáo trình với sinh viên .,thầy nên chia sẻ giáo trình với sinh viên .,Tiêu cực,0,10,UIT-VSFC,train
8861,phòng hội trường nóng nực .,phòng hội trường nóng nực .,phòng hội trường nóng nực .,Tiêu cực,0,6,UIT-VSFC,train
8863,"thầy nhiệt tình , tận tâm quá mức .","thầy nhiệt tình , tận tâm quá mức .","thầy nhiệt tình , tận tâm quá mức .",Tích cực,2,9,UIT-VSFC,train
8864,thầy nên có deadline cụ thể cho từng bài lab .,thầy nên có deadline cụ thể cho từng bài lab .,thầy nên có deadline cụ thể cho từng bài lab .,Tiêu cực,0,11,UIT-VSFC,train
8865,tiếng anh nói còn phát âm sai .,tiếng anh nói còn phát âm sai .,tiếng anh nói còn phát âm sai .,Tiêu cực,0,8,UIT-VSFC,train
8866,giọng cô nghe dễ ngủ !,giọng cô nghe dễ ngủ !,giọng cô nghe dễ ngủ !,Bình thường,1,6,UIT-VSFC,train
8868,cô nên cho nhiều bài tập để cho sinh viên làm hơn .,cô nên cho nhiều bài tập để cho sinh viên làm hơn .,cô nên cho nhiều bài tập để cho sinh viên làm hơn .,Tiêu cực,0,13,UIT-VSFC,train
8869,"không quan tâm , không hướng dẫn , hết !","không quan tâm , không hướng dẫn , hết !","không quan tâm , không hướng dẫn , hết !",Tiêu cực,0,10,UIT-VSFC,train
8870,"thầy tận tâm , nhiệt tình , truyền đạt nhiều kinh nghiệm quý báu trong học tập và cuộc sống .","thầy tận tâm , nhiệt tình , truyền đạt nhiều kinh nghiệm quý báu trong học tập và cuộc sống .","thầy tận tâm , nhiệt tình , truyền đạt nhiều kinh nghiệm quý báu trong học tập và cuộc sống .",Tích cực,2,21,UIT-VSFC,train
8872,"thầy dạy nhiệt tình , vui tính , sôi nổi trên lớp .","thầy dạy nhiệt tình , vui tính , sôi nổi trên lớp .","thầy dạy nhiệt tình , vui tính , sôi nổi trên lớp .",Tích cực,2,13,UIT-VSFC,train
8873,chấm điểm thi thực hành quá khắt khe .,chấm điểm thi thực hành quá khắt khe .,chấm điểm thi thực hành quá khắt khe .,Tiêu cực,0,9,UIT-VSFC,train
8874,không hài lòng là ở việc người dạy lý thuyết với người thực hành khác nhau .,không hài lòng là ở việc người dạy lý thuyết với người thực hành khác nhau .,không hài lòng là ở việc người dạy lý thuyết với người thực hành khác nhau .,Tiêu cực,0,17,UIT-VSFC,train
8875,"sáng 7h15 - 7h20 các cô lao công mới quét lớp , sàn nhà , mà cứ quét là hắt thẳng kể cả mặt sinh viên đang đi ở hành lang các nhà như không có ai , rất khó chịu cho các bạn sinh viên , nói ra với các cô sợ các cô buồn rồi hôm sau hắt mạnh tay hơn .","sáng 7h15 - 7h20 các cô lao công mới quét lớp , sàn nhà , mà cứ quét là hắt thẳng kể cả mặt sinh viên đang đi ở hành lang các nhà như không có ai , rất khó chịu cho các bạn sinh viên , nói ra với các cô sợ các cô buồn rồi hôm sau hắt mạnh tay hơn .","sáng 7h15 - 7h20 các cô lao công mới quét lớp , sàn nhà , mà cứ quét là hắt thẳng kể cả mặt sinh viên đang đi ở hành lang các nhà như không có ai , rất khó chịu cho các bạn sinh viên , nói ra với các cô sợ các cô buồn rồi hôm sau hắt mạnh tay hơn .",Tiêu cực,0,64,UIT-VSFC,train
8876,"đi đúng giờ , giảng bài đầy đủ .","đi đúng giờ , giảng bài đầy đủ .","đi đúng giờ , giảng bài đầy đủ .",Tích cực,2,9,UIT-VSFC,train
8877,"phương pháp học khiến sinh viên phải chủ động , em đã cải thiện rất nhiều khả năng nói của bản thân .","phương pháp học khiến sinh viên phải chủ động , em đã cải thiện rất nhiều khả năng nói của bản thân .","phương pháp học khiến sinh viên phải chủ động , em đã cải thiện rất nhiều khả năng nói của bản thân .",Tích cực,2,23,UIT-VSFC,train
8878,cần cho bài tập để học sinh vận dụng ở nhà ạ .,cần cho bài tập để học sinh vận dụng ở nhà ạ .,cần cho bài tập để học sinh vận dụng ở nhà ạ .,Tiêu cực,0,13,UIT-VSFC,train
8880,giảng viên bận rộn việc quản lý hơi nhiều nên giờ học không thật sự đầy đủ và ổn định .,giảng viên bận rộn việc quản lý hơi nhiều nên giờ học không thật sự đầy đủ và ổn định .,giảng viên bận rộn việc quản lý hơi nhiều nên giờ học không thật sự đầy đủ và ổn định .,Tiêu cực,0,21,UIT-VSFC,train
8881,nội dung thi khá nặng so với sinh viên không chuyên .,nội dung thi khá nặng so với sinh viên không chuyên .,nội dung thi khá nặng so với sinh viên không chuyên .,Tiêu cực,0,12,UIT-VSFC,train
8882,điểm danh không chính xác .,điểm danh không chính xác .,điểm danh không chính xác .,Tiêu cực,0,6,UIT-VSFC,train
8883,"dạy nhanh , không thể theo kịp .","dạy nhanh , không thể theo kịp .","dạy nhanh , không thể theo kịp .",Tiêu cực,0,8,UIT-VSFC,train
8884,"thầy trung thực thẳng thắng , ngay thẳng .","thầy trung thực thẳng thắng , ngay thẳng .","thầy trung thực thẳng thắng , ngay thẳng .",Tích cực,2,9,UIT-VSFC,train
8885,"giảng viên thực hành và lý thuyết đỗ lỗi cho nhau về chậm trễ bàn giao tài liệu , công cụ thực hành .","giảng viên thực hành và lý thuyết đỗ lỗi cho nhau về chậm trễ bàn giao tài liệu , công cụ thực hành .","giảng viên thực hành và lý thuyết đỗ lỗi cho nhau về chậm trễ bàn giao tài liệu , công cụ thực hành .",Tiêu cực,0,24,UIT-VSFC,train
8886,"cô dạy tận tình , vui vẻ và nhiệt tình .","cô dạy tận tình , vui vẻ và nhiệt tình .","cô dạy tận tình , vui vẻ và nhiệt tình .",Tích cực,2,11,UIT-VSFC,train
8888,"thực hành mạng cần cung cấp tài liệu thực hành trước , những câu hỏi trong thực hành cần cho sinh viên biết để tìm hiểu nghiên cứu trước chứ đến khi thực hành mới cho biết để nghiên cứu thật sự không hiểu quả .","thực hành mạng cần cung cấp tài liệu thực hành trước , những câu hỏi trong thực hành cần cho sinh viên biết để tìm hiểu nghiên cứu trước chứ đến khi thực hành mới cho biết để nghiên cứu thật sự không hiểu quả .","thực hành mạng cần cung cấp tài liệu thực hành trước , những câu hỏi trong thực hành cần cho sinh viên biết để tìm hiểu nghiên cứu trước chứ đến khi thực hành mới cho biết để nghiên cứu thật sự không hiểu quả .",Tiêu cực,0,46,UIT-VSFC,train
8889,thầy rất nhiệt tình và tận tình chỉ dạy .,thầy rất nhiệt tình và tận tình chỉ dạy .,thầy rất nhiệt tình và tận tình chỉ dạy .,Tích cực,2,10,UIT-VSFC,train
8891,"có thêm giảng viên hổ trợ , giúp học dễ dàng và dễ hiểu .","có thêm giảng viên hổ trợ , giúp học dễ dàng và dễ hiểu .","có thêm giảng viên hổ trợ , giúp học dễ dàng và dễ hiểu .",Tích cực,2,15,UIT-VSFC,train
8892,"giảng dạy nhiệt tình , ví dụ dễ hiểu , phương pháp dạy tốt .","giảng dạy nhiệt tình , ví dụ dễ hiểu , phương pháp dạy tốt .","giảng dạy nhiệt tình , ví dụ dễ hiểu , phương pháp dạy tốt .",Tích cực,2,15,UIT-VSFC,train
8893,đôi khi để giờ trống nhiều .,đôi khi để giờ trống nhiều .,đôi khi để giờ trống nhiều .,Tiêu cực,0,7,UIT-VSFC,train
8895,cô dạy rất dễ hiểu dễ làm .,cô dạy rất dễ hiểu dễ làm .,cô dạy rất dễ hiểu dễ làm .,Tích cực,2,8,UIT-VSFC,train
8896,sinh viên chưa thể hình dung và tiếp thu hết được tất cả nội dung .,sinh viên chưa thể hình dung và tiếp thu hết được tất cả nội dung .,sinh viên chưa thể hình dung và tiếp thu hết được tất cả nội dung .,Tiêu cực,0,16,UIT-VSFC,train
8897,"có lẽ là "" top giảng viên dạy dễ hiểu nhất đó giờ "" mà em từng học .","có lẽ là "" top giảng viên dạy dễ hiểu nhất đó giờ "" mà em từng học .","có lẽ là "" top giảng viên dạy dễ hiểu nhất đó giờ "" mà em từng học .",Tích cực,2,19,UIT-VSFC,train
8899,"nhiệt tình , kiến thức rất chuẩn , vui vẻ , dễ gần .","nhiệt tình , kiến thức rất chuẩn , vui vẻ , dễ gần .","nhiệt tình , kiến thức rất chuẩn , vui vẻ , dễ gần .",Tích cực,2,14,UIT-VSFC,train
8900,"thầy dạy dễ hiểu , vui tính .","thầy dạy dễ hiểu , vui tính .","thầy dạy dễ hiểu , vui tính .",Tích cực,2,8,UIT-VSFC,train
8901,cô dạy chưa hay lắm !,cô dạy chưa hay lắm !,cô dạy chưa hay lắm !,Tiêu cực,0,6,UIT-VSFC,train
8904,"thầy dạy vui , thực tế .","thầy dạy vui , thực tế .","thầy dạy vui , thực tế .",Tích cực,2,7,UIT-VSFC,train
8905,đi trễ giờ và lố thời gian và không theo khung giờ trong thời khóa biểu .,đi trễ giờ và lố thời gian và không theo khung giờ trong thời khóa biểu .,đi trễ giờ và lố thời gian và không theo khung giờ trong thời khóa biểu .,Tiêu cực,0,17,UIT-VSFC,train
8906,"khá gần gũi với sinh viên , vui tính , nhiệt tình .","khá gần gũi với sinh viên , vui tính , nhiệt tình .","khá gần gũi với sinh viên , vui tính , nhiệt tình .",Tích cực,2,13,UIT-VSFC,train
8908,giảng viên hướng dẫn anh fraction chị phương pháp học tập chủ động và tạo động cơ học tập suốt đời .,giảng viên hướng dẫn anh fraction chị phương pháp học tập chủ động và tạo động cơ học tập suốt đời .,giảng viên hướng dẫn anh fraction chị phương pháp học tập chủ động và tạo động cơ học tập suốt đời .,Tích cực,2,22,UIT-VSFC,train
8909,"đồng ý là sinh viên thì tự học là chính , giảng viên là người hướng dẫn , nhưng mà tại lớp này giảng viên chẳng hướng dẫn được gì , cứ thao thao bất tuyệt đọc slide trên lớp xong về việc này tự sinh viên chúng em cũng làm được , giảng dạy kho hiểu , khô khan , demo không rõ ràng .","đồng ý là sinh viên thì tự học là chính , giảng viên là người hướng dẫn , nhưng mà tại lớp này giảng viên chẳng hướng dẫn được gì , cứ thao thao bất tuyệt đọc slide trên lớp xong về việc này tự sinh viên chúng em cũng làm được , giảng dạy kho hiểu , khô khan , demo không rõ ràng .","đồng ý là sinh viên thì tự học là chính , giảng viên là người hướng dẫn , nhưng mà tại lớp này giảng viên chẳng hướng dẫn được gì , cứ thao thao bất tuyệt đọc slide trên lớp xong về việc này tự sinh viên chúng em cũng làm được , giảng dạy kho hiểu , khô khan , demo không rõ ràng .",Tiêu cực,0,66,UIT-VSFC,train
8910,tác phong chuyên nghiệp .,tác phong chuyên nghiệp .,tác phong chuyên nghiệp .,Tích cực,2,5,UIT-VSFC,train
8911,cách dạy của thầy .,cách dạy của thầy .,cách dạy của thầy .,Bình thường,1,5,UIT-VSFC,train
8912,giảng hay đi đúng trọng tâm .,giảng hay đi đúng trọng tâm .,giảng hay đi đúng trọng tâm .,Tích cực,2,7,UIT-VSFC,train
8914,"nhiệt tình , vui vẻ , chia sẻ kinh nghiệm học .","nhiệt tình , vui vẻ , chia sẻ kinh nghiệm học .","nhiệt tình , vui vẻ , chia sẻ kinh nghiệm học .",Tích cực,2,12,UIT-VSFC,train
8916,"nhiệt tình trong giảng dạy , vui vẻ , hòa đồng với sinh viên .","nhiệt tình trong giảng dạy , vui vẻ , hòa đồng với sinh viên .","nhiệt tình trong giảng dạy , vui vẻ , hòa đồng với sinh viên .",Tích cực,2,15,UIT-VSFC,train
8918,"mỗi buổi thực hành sinh viên chỉ có nhiệm vụ download bài tập từ courses và tự làm , giảng viên không giảng nội dung thực hành cho sinh viên hiểu , chỉ khi sinh viên hỏi thì mới trả lời , mỗi buổi học thực hành , giảng viên cần phải giới thiệu sơ về bài học , mục tiêu và kết quả sinh viên sẽ học được gì .","mỗi buổi thực hành sinh viên chỉ có nhiệm vụ download bài tập từ courses và tự làm , giảng viên không giảng nội dung thực hành cho sinh viên hiểu , chỉ khi sinh viên hỏi thì mới trả lời , mỗi buổi học thực hành , giảng viên cần phải giới thiệu sơ về bài học , mục tiêu và kết quả sinh viên sẽ học được gì .","mỗi buổi thực hành sinh viên chỉ có nhiệm vụ download bài tập từ courses và tự làm , giảng viên không giảng nội dung thực hành cho sinh viên hiểu , chỉ khi sinh viên hỏi thì mới trả lời , mỗi buổi học thực hành , giảng viên cần phải giới thiệu sơ về bài học , mục tiêu và kết quả sinh viên sẽ học được gì .",Tiêu cực,0,71,UIT-VSFC,train
8919,giáo viên chọn đồ án môn học bám sát với nội dung môn học .,giáo viên chọn đồ án môn học bám sát với nội dung môn học .,giáo viên chọn đồ án môn học bám sát với nội dung môn học .,Tích cực,2,15,UIT-VSFC,train
8923,cô rất hòa đông giảng dạy rất dễ hiểu .,cô rất hòa đông giảng dạy rất dễ hiểu .,cô rất hòa đông giảng dạy rất dễ hiểu .,Tích cực,2,10,UIT-VSFC,train
8925,chưa có sức thu hút .,chưa có sức thu hút .,chưa có sức thu hút .,Tiêu cực,0,6,UIT-VSFC,train
8926,cả lớp đều nói là giảng viên chưa hướng dẫn mà giảng viên nói là hướng dẫn rồi .,cả lớp đều nói là giảng viên chưa hướng dẫn mà giảng viên nói là hướng dẫn rồi .,cả lớp đều nói là giảng viên chưa hướng dẫn mà giảng viên nói là hướng dẫn rồi .,Tiêu cực,0,19,UIT-VSFC,train
8927,giảng viên tới lớp hơi trễ .,giảng viên tới lớp hơi trễ .,giảng viên tới lớp hơi trễ .,Tiêu cực,0,7,UIT-VSFC,train
8928,cần được rút kinh nghiệm .,cần được rút kinh nghiệm .,cần được rút kinh nghiệm .,Tiêu cực,0,6,UIT-VSFC,train
8929,em học it002dotf23 thực hành 2 chứ không phải thực hành 1 .,em học it002dotf23 thực hành 2 chứ không phải thực hành 1 .,em học it002dotf23 thực hành 2 chứ không phải thực hành 1 .,Tiêu cực,0,13,UIT-VSFC,train
8932,cuối cùng sinh viên đóng tiền các tín chỉ học thực hành theo hình thức 2 nhưng thực tế chẳng được học một phút nào .,cuối cùng sinh viên đóng tiền các tín chỉ học thực hành theo hình thức 2 nhưng thực tế chẳng được học một phút nào .,cuối cùng sinh viên đóng tiền các tín chỉ học thực hành theo hình thức 2 nhưng thực tế chẳng được học một phút nào .,Tiêu cực,0,26,UIT-VSFC,train
8933,"thầy giảng dễ hiểu , vui tính .","thầy giảng dễ hiểu , vui tính .","thầy giảng dễ hiểu , vui tính .",Tích cực,2,8,UIT-VSFC,train
8934,các phòng máy cần được trang bị các phần mềm hỗ trợ cho môn học phù hợp .,các phòng máy cần được trang bị các phần mềm hỗ trợ cho môn học phù hợp .,các phòng máy cần được trang bị các phần mềm hỗ trợ cho môn học phù hợp .,Tiêu cực,0,18,UIT-VSFC,train
8936,thây dạy rất nhiệt tình và dễ hiểu .,thây dạy rất nhiệt tình và dễ hiểu .,thây dạy rất nhiệt tình và dễ hiểu .,Tích cực,2,9,UIT-VSFC,train
8937,"chứ chép bài tập rất mất thời gian , đã thế mỗi lần chép là mấy chụp bài !","chứ chép bài tập rất mất thời gian , đã thế mỗi lần chép là mấy chụp bài !","chứ chép bài tập rất mất thời gian , đã thế mỗi lần chép là mấy chụp bài !",Tiêu cực,0,19,UIT-VSFC,train
8938,dạy khó colonsmile .,dạy khó colonsmile .,dạy khó colonsmile .,Tiêu cực,0,4,UIT-VSFC,train
8939,"thầy dạy tốt , vấn đáp được nhiều thắc mắc của sinh viên .","thầy dạy tốt , vấn đáp được nhiều thắc mắc của sinh viên .","thầy dạy tốt , vấn đáp được nhiều thắc mắc của sinh viên .",Tích cực,2,14,UIT-VSFC,train
8940,"giảng viên rất nhiệt tình , sôi nổi , có tâm với sinh viên .","giảng viên rất nhiệt tình , sôi nổi , có tâm với sinh viên .","giảng viên rất nhiệt tình , sôi nổi , có tâm với sinh viên .",Tích cực,2,15,UIT-VSFC,train
8941,không có bài tập làm thêm .,không có bài tập làm thêm .,không có bài tập làm thêm .,Tiêu cực,0,7,UIT-VSFC,train
8942,"thầy dạy cực tốt , phương pháp hay , có cách giảng bài rất dễ tiếp thu , học thầy wzjwz176 đã hai lần và lần nào cũng thấy hài lòng .","thầy dạy cực tốt , phương pháp hay , có cách giảng bài rất dễ tiếp thu , học thầy wzjwz176 đã hai lần và lần nào cũng thấy hài lòng .","thầy dạy cực tốt , phương pháp hay , có cách giảng bài rất dễ tiếp thu , học thầy wzjwz176 đã hai lần và lần nào cũng thấy hài lòng .",Tích cực,2,32,UIT-VSFC,train
8943,"cần có tài liệu để đọc thêm , tự học .","cần có tài liệu để đọc thêm , tự học .","cần có tài liệu để đọc thêm , tự học .",Tiêu cực,0,11,UIT-VSFC,train
8945,gửi đến sinh viên nhiều ý tưởng tuyệt vời trong khởi nghiệp .,gửi đến sinh viên nhiều ý tưởng tuyệt vời trong khởi nghiệp .,gửi đến sinh viên nhiều ý tưởng tuyệt vời trong khởi nghiệp .,Tích cực,2,13,UIT-VSFC,train
8946,dẫn chứng thực tế .,dẫn chứng thực tế .,dẫn chứng thực tế .,Tích cực,2,5,UIT-VSFC,train
8948,thầy bận nhiều việc nên hay cho nghỉ .,thầy bận nhiều việc nên hay cho nghỉ .,thầy bận nhiều việc nên hay cho nghỉ .,Tiêu cực,0,9,UIT-VSFC,train
8949,môn này là bị trùng hoặc thừa vì mấy môn trước như lập trình mạng với đồ án vô số sinh viên đã tự học cái này rồi .,môn này là bị trùng hoặc thừa vì mấy môn trước như lập trình mạng với đồ án vô số sinh viên đã tự học cái này rồi .,môn này là bị trùng hoặc thừa vì mấy môn trước như lập trình mạng với đồ án vô số sinh viên đã tự học cái này rồi .,Tiêu cực,0,29,UIT-VSFC,train
8950,trong giờ học thầy cứ đi lên đi xuống và nói thao thao bất tuyệt .,trong giờ học thầy cứ đi lên đi xuống và nói thao thao bất tuyệt .,trong giờ học thầy cứ đi lên đi xuống và nói thao thao bất tuyệt .,Tiêu cực,0,16,UIT-VSFC,train
8951,"giảng viên cần cung cấp tài liệu , slide bài giảng .","giảng viên cần cung cấp tài liệu , slide bài giảng .","giảng viên cần cung cấp tài liệu , slide bài giảng .",Tiêu cực,0,12,UIT-VSFC,train
8952,"thầy dạy hay , tận tâm .","thầy dạy hay , tận tâm .","thầy dạy hay , tận tâm .",Tích cực,2,7,UIT-VSFC,train
8953,tài liệu giấy đầy đủ nhưng thứ tự bài chưa được cập nhật theo chương trình giảng .,tài liệu giấy đầy đủ nhưng thứ tự bài chưa được cập nhật theo chương trình giảng .,tài liệu giấy đầy đủ nhưng thứ tự bài chưa được cập nhật theo chương trình giảng .,Tiêu cực,0,18,UIT-VSFC,train
8954,nên cho mỗi thành viên trong nhóm làm báo cáo riêng để không ai thiệt thòi và ỷ lại .,nên cho mỗi thành viên trong nhóm làm báo cáo riêng để không ai thiệt thòi và ỷ lại .,nên cho mỗi thành viên trong nhóm làm báo cáo riêng để không ai thiệt thòi và ỷ lại .,Tiêu cực,0,20,UIT-VSFC,train
8955,không biết có phải do em hỏi nhảm hay không nhưng mà sau này thầy nên nói rõ thầy sẽ trả lời những vấn đề nào trên mail .,không biết có phải do em hỏi nhảm hay không nhưng mà sau này thầy nên nói rõ thầy sẽ trả lời những vấn đề nào trên mail .,không biết có phải do em hỏi nhảm hay không nhưng mà sau này thầy nên nói rõ thầy sẽ trả lời những vấn đề nào trên mail .,Tiêu cực,0,29,UIT-VSFC,train
8957,cô dạy hay .,cô dạy hay .,cô dạy hay .,Tích cực,2,4,UIT-VSFC,train
8958,cần thực hành và làm bài tập nhiều hơn nữa .,cần thực hành và làm bài tập nhiều hơn nữa .,cần thực hành và làm bài tập nhiều hơn nữa .,Tiêu cực,0,11,UIT-VSFC,train
8959,mong nhà trường nâng cấp các phòng thực hành và các thiết bị trong phòng học .,mong nhà trường nâng cấp các phòng thực hành và các thiết bị trong phòng học .,mong nhà trường nâng cấp các phòng thực hành và các thiết bị trong phòng học .,Tiêu cực,0,17,UIT-VSFC,train
8961,thầy viết ít comment quá colonsmallsmile .,thầy viết ít comment quá colonsmallsmile .,thầy viết ít comment quá colonsmallsmile .,Tiêu cực,0,7,UIT-VSFC,train
8963,thầy cho điểm hơi căng .,thầy cho điểm hơi căng .,thầy cho điểm hơi căng .,Tiêu cực,0,6,UIT-VSFC,train
8964,"nhiệt tình , tâm lý .","nhiệt tình , tâm lý .","nhiệt tình , tâm lý .",Tích cực,2,6,UIT-VSFC,train
8965,"thầy dạy chi tiết , kỹ càng .","thầy dạy chi tiết , kỹ càng .","thầy dạy chi tiết , kỹ càng .",Tích cực,2,8,UIT-VSFC,train
8966,nhưng với em kỳ này thầy đã dạy môn này thất bại rồi !,nhưng với em kỳ này thầy đã dạy môn này thất bại rồi !,nhưng với em kỳ này thầy đã dạy môn này thất bại rồi !,Tiêu cực,0,14,UIT-VSFC,train
8967,"giảng viên lớn tiếng với sinh viên , gây áp lực cho sinh viên .","giảng viên lớn tiếng với sinh viên , gây áp lực cho sinh viên .","giảng viên lớn tiếng với sinh viên , gây áp lực cho sinh viên .",Tiêu cực,0,15,UIT-VSFC,train
8968,thầy cho thuyết trình quá nhiều .,thầy cho thuyết trình quá nhiều .,thầy cho thuyết trình quá nhiều .,Tiêu cực,0,7,UIT-VSFC,train
8969,giảng viên giảng bài tiếp thu tốt .,giảng viên giảng bài tiếp thu tốt .,giảng viên giảng bài tiếp thu tốt .,Tích cực,2,8,UIT-VSFC,train
8971,"thầy dạy vui , dễ hiểu , bài tập sát với nội dung giảng dạy .","thầy dạy vui , dễ hiểu , bài tập sát với nội dung giảng dạy .","thầy dạy vui , dễ hiểu , bài tập sát với nội dung giảng dạy .",Tích cực,2,16,UIT-VSFC,train
8972,và sinh viên lên trường cũng chỉ tự làm như vậy thì ở nhà làm còn sướng hơn !,và sinh viên lên trường cũng chỉ tự làm như vậy thì ở nhà làm còn sướng hơn !,và sinh viên lên trường cũng chỉ tự làm như vậy thì ở nhà làm còn sướng hơn !,Tiêu cực,0,19,UIT-VSFC,train
8973,cần có thêm tài liệu cụ thể và cập nhật mới .,cần có thêm tài liệu cụ thể và cập nhật mới .,cần có thêm tài liệu cụ thể và cập nhật mới .,Tiêu cực,0,12,UIT-VSFC,train
8975,cần có đề cương rõ ràng cho sinh viên nắm bắt .,cần có đề cương rõ ràng cho sinh viên nắm bắt .,cần có đề cương rõ ràng cho sinh viên nắm bắt .,Tiêu cực,0,12,UIT-VSFC,train
8980,"thầy giảng hay , khả năng truyền đạt gây hứng thú .","thầy giảng hay , khả năng truyền đạt gây hứng thú .","thầy giảng hay , khả năng truyền đạt gây hứng thú .",Tích cực,2,12,UIT-VSFC,train
8981,thiết bị còn thiếu .,thiết bị còn thiếu .,thiết bị còn thiếu .,Tiêu cực,0,5,UIT-VSFC,train
8988,để ra hơi khó .,để ra hơi khó .,để ra hơi khó .,Tiêu cực,0,5,UIT-VSFC,train
8989,thầy dạy hay dễ hiểu truyền đạt cho sinh viên những kiến thức tiết học không nhàm chán .,thầy dạy hay dễ hiểu truyền đạt cho sinh viên những kiến thức tiết học không nhàm chán .,thầy dạy hay dễ hiểu truyền đạt cho sinh viên những kiến thức tiết học không nhàm chán .,Tích cực,2,19,UIT-VSFC,train
